"TARGET_DT0","INDEX_VALUE1","TOTAL_EA2","TOTAL_VOLUME3","ANT4","FOREIGNER5","COMPANY6","INVEST_BANK7","INVEST_TRUST8","PENSION_FUND9"
"2006.09.07",1351.17,251102,2386954,64,-2083,2018,244,1750,-10
"2006.09.08",1354.89,260043,2369915,-301,-781,1083,87,663,340
"2006.09.11",1334.08,248049,2311027,984,-304,-680,400,-508,-733
"2006.09.12",1328.04,266773,2437272,1814,-2905,1090,176,317,388
"2006.09.13",1333.13,249303,2613370,392,10,-402,-360,-156,68
"2006.09.14",1358.75,288839,3894186,-1550,-1994,3544,331,-3424,6177
"2006.09.15",1361.1,342889,2690825,610,-2105,1495,326,190,676
"2006.09.18",1374.3,305450,3347110,-3376,-727,4103,-230,2265,1762
"2006.09.19",1373.95,237298,2730602,546,659,-1204,337,-1479,-265
"2006.09.20",1366.44,233742,2869190,2209,-3555,1345,191,432,492
"2006.09.21",1366.79,237537,2962132,367,-621,254,-260,863,388
"2006.09.22",1348.38,250124,3413738,1555,-642,-913,308,1188,-2692
"2006.09.25",1355.21,201956,2664602,-474,-2958,3432,7,2243,961
"2006.09.26",1343.97,241627,2647399,836,311,-1147,-40,-1568,268
"2006.09.27",1360.03,242744,2969038,-2588,124,2464,-869,2519,774
"2006.09.28",1371.43,228240,2967159,-2321,-279,2600,596,1074,755
"2006.09.29",1371.41,248282,2608478,-1150,167,982,32,209,692
"2006.10.02",1374.22,231198,2274292,-1204,-565,1770,-258,580,1193
"2006.10.04",1352.0,223065,2714588,222,1001,-1223,444,-1700,-272
"2006.10.09",1319.4,400255,4473923,-6019,4739,1279,-288,1209,-20
"2006.10.10",1328.37,251539,2644387,-1270,1192,79,-193,702,-217
"2006.10.11",1325.49,198428,2509444,-566,262,305,94,155,149
"2006.10.12",1331.78,256985,2797141,1371,-1377,6,220,-1088,758
"2006.10.13",1348.6,305316,3011815,-1588,-353,1941,-247,1264,1140
"2006.10.16",1356.72,208576,2747991,248,-333,85,-159,-164,226
"2006.10.17",1351.3,308567,2508902,-845,-303,1148,-46,495,435
"2006.10.18",1354.26,279679,2682647,-1066,-1773,2839,-120,1446,1241
"2006.10.19",1354.06,295221,2807400,370,-489,120,50,-135,-48
"2006.10.20",1364.24,269190,3101049,770,-1750,980,-109,655,390
"2006.10.23",1364.95,240373,2750371,2082,-3609,1527,177,407,825
"2006.10.24",1366.5,244727,2958369,938,40,-979,-17,-1104,-10
"2006.10.25",1371.43,231825,2683350,-519,6,513,52,64,57
"2006.10.26",1373.65,241700,2896655,174,571,-745,-431,-203,-8
"2006.10.27",1369.09,205034,2936497,959,-1203,244,13,-17,386
"2006.10.30",1356.11,159718,2196948,-100,-1131,1231,-163,276,662
"2006.10.31",1364.55,255789,2834364,-193,-1416,1609,217,494,413
"2006.11.01",1374.35,233251,2822882,221,-2030,1809,106,645,731
"2006.11.02",1383.73,218346,2714513,-703,-1673,2376,446,589,1093
"2006.11.03",1383.88,215318,2805434,701,-2147,1446,626,161,365
"2006.11.06",1379.19,209560,2477497,1435,-1803,367,125,-389,388
"2006.11.07",1387.44,213063,2851131,-975,-808,1783,-78,1533,384
"2006.11.08",1380.07,197670,2584232,351,-236,-115,-243,-556,610
"2006.11.09",1399.44,197535,3097731,-417,-411,828,814,-1473,1130
"2006.11.10",1395.73,168512,2411343,581,-917,336,284,-545,272
"2006.11.13",1396.69,178608,2487251,1340,-820,-520,-446,-491,74
"2006.11.14",1407.37,205371,2900826,-364,603,-239,-263,-1027,933
"2006.11.15",1412.54,236746,3163313,-389,1788,-1399,106,-1157,-133
"2006.11.16",1410.75,259276,2885310,58,1069,-1127,120,-836,-41
"2006.11.17",1412.22,250382,2536765,-134,-776,910,-156,594,186
"2006.11.20",1402.21,232530,2728123,899,-102,-797,95,-879,1
"2006.11.21",1405.9,277287,2723069,1027,-2135,1107,-23,934,19
"2006.11.22",1422.54,247167,2908015,-244,-942,1186,-107,713,263
"2006.11.23",1419.23,237547,2839162,789,-834,45,200,491,-1292
"2006.11.24",1421.73,314623,3159227,79,-1180,1101,106,806,366
"2006.11.27",1425.13,297935,2847365,802,-901,99,313,65,-37
"2006.11.28",1411.47,252352,2853429,884,-1356,472,-149,-319,678
"2006.11.29",1422.55,254273,3455855,-1279,-1437,2716,-231,1605,1187
"2006.11.30",1432.21,252191,3168686,-1098,990,108,-229,-405,460
"2006.12.01",1434.36,231104,2756758,-322,460,-139,22,-223,252
"2006.12.04",1426.46,197279,2375194,1097,-833,-264,-323,-270,352
"2006.12.05",1420.59,300827,3337254,-190,802,-612,63,-397,-109
"2006.12.06",1413.73,237546,2914123,-129,169,-39,234,84,-33
"2006.12.07",1410.3,237406,2689868,-492,-651,1143,380,234,159
"2006.12.08",1390.43,221668,2775188,1047,-1689,643,24,297,419
"2006.12.11",1390.73,213259,2178625,340,-270,-70,-57,-116,266
"2006.12.12",1376.98,195341,2485253,367,1457,-1824,-241,-997,-202
"2006.12.13",1383.28,186913,2421633,285,7,-291,-175,-1287,505
"2006.12.14",1418.38,250160,4278377,-1114,7756,-6642,-222,-8158,-110
"2006.12.15",1421.87,319547,2830468,679,-415,-264,429,-772,-140
"2006.12.18",1433.23,244628,2661770,-341,260,81,-278,79,-9
"2006.12.19",1427.76,215448,2328667,428,-612,183,130,-315,-1933
"2006.12.20",1442.28,240498,2776404,-592,-167,758,268,606,-1806
"2006.12.21",1436.47,193026,2395323,276,1144,-1420,1613,-2007,-816
"2006.12.22",1437.49,218348,2402618,-946,1219,-273,946,-754,-506
"2006.12.26",1433.92,218666,2415294,-312,1596,-1285,402,-1254,-508
"2006.12.27",1425.1,175940,1698417,380,148,-528,450,-374,-42
"2006.12.28",1434.46,160604,1899543,-556,-248,804,-101,1540,-291
"2007.01.02",1435.26,147738,1972997,301,194,-495,50,-860,-123
"2007.01.03",1409.35,203207,2497871,1458,-561,-897,-114,-815,23
"2007.01.04",1397.29,241172,2840599,2301,-907,-1394,-133,-1626,93
"2007.01.05",1385.76,277291,3225770,2019,-175,-1843,-576,-1979,249
"2007.01.08",1370.81,177591,2474260,1418,-2318,899,-197,365,476
"2007.01.09",1374.34,216844,2353254,343,-102,-241,-68,99,-455
"2007.01.10",1355.79,225461,2812521,1883,-558,-1325,93,-852,-540
"2007.01.11",1365.31,211751,2593469,1122,-272,-850,-244,-95,-412
"2007.01.12",1388.37,213766,2959759,-197,718,-521,-96,-845,1272
"2007.01.15",1390.96,163884,2176270,-543,3267,-2724,-141,-1083,-768
"2007.01.16",1389.71,171336,2102541,-385,-518,902,-202,396,590
"2007.01.17",1379.48,205372,2573021,339,1668,-2006,-456,-1229,-168
"2007.01.18",1383.21,181231,2395664,-417,-461,878,-238,604,1003
"2007.01.19",1360.56,222672,2809301,344,957,-1301,-91,-951,270
"2007.01.22",1363.41,190989,2348744,-373,-369,741,-113,813,601
"2007.01.23",1363.09,184014,2215233,-714,474,240,-323,186,692
"2007.01.24",1383.06,197926,2586528,-1223,475,748,-376,210,1129
"2007.01.25",1382.36,157048,2103471,-850,761,89,-90,147,191
"2007.01.26",1371.33,160882,2223216,-5,-562,567,538,-1020,1131
"2007.01.29",1363.1,136329,2176252,794,-557,-237,236,-1231,827
"2007.01.30",1370.72,161252,2046959,-557,-1023,1580,23,1063,636
"2007.01.31",1360.23,192326,2201779,484,460,-944,216,-1441,147
"2007.02.01",1382.9,168200,2740607,-2459,78,2382,0,1010,1373
"2007.02.02",1413.14,219152,3864364,-4706,3515,1191,-22,270,800
"2007.02.05",1417.95,181594,2999787,-1550,2783,-1233,94,-1798,561
"2007.02.06",1428.58,188881,2888303,-334,1123,-789,227,-1660,641
"2007.02.07",1426.29,193224,2846133,-4,977,-973,158,-1528,449
"2007.02.08",1423.58,189043,2776942,1059,-2079,1020,262,434,361
"2007.02.09",1427.68,227566,2655481,-857,-1061,1918,-22,608,1327
"2007.02.12",1414.29,209291,2723894,1523,-1213,-310,253,-2078,1361
"2007.02.13",1418.44,219251,2826851,332,-1862,1530,353,143,1011
"2007.02.14",1436.1,214653,3188681,-2110,-136,2246,24,698,1713
"2007.02.15",1443.63,216082,3419050,-924,2517,-1593,-28,-2238,880
"2007.02.16",1448.81,207157,3458603,-224,1893,-1669,-489,-2063,515
"2007.02.20",1452.96,220471,2396777,43,1451,-1494,-64,-2024,748
"2007.02.21",1451.38,258240,3032103,-128,744,-616,-14,-1543,713
"2007.02.22",1465.41,310280,3556787,-2240,278,1961,42,447,1666
"2007.02.23",1469.88,310566,3905547,-903,4545,-3642,567,-310,-5557
"2007.02.26",1470.03,261756,3226676,130,1659,-1789,306,-2635,658
"2007.02.27",1454.6,261582,3061153,55,255,-311,183,-1915,1463
"2007.02.28",1417.34,324108,4385802,4739,-3075,-1664,156,-5170,2646
"2007.03.02",1414.47,243110,3511214,1987,-1544,-442,71,-1699,922
"2007.03.05",1376.15,232595,3205611,2093,-2787,694,432,-1143,970
"2007.03.06",1402.93,239219,2911564,863,-2608,1745,-217,920,855
"2007.03.07",1410.95,254195,3102389,94,618,-712,40,-1096,842
"2007.03.08",1423.89,285796,3288630,-62,-2763,2824,-1194,3703,950
"2007.03.09",1423.58,227388,3031952,367,426,-793,-21,-1318,306
"2007.03.12",1441.33,245053,2878822,-788,680,108,-106,-389,431
"2007.03.13",1436.05,256424,2837183,523,567,-1090,-212,-800,32
"2007.03.14",1407.37,259289,2941139,1603,-2275,673,11,-677,1077
"2007.03.15",1426.93,254363,2629906,-268,-1656,1923,-168,1251,804
"2007.03.16",1427.88,304139,2463133,-193,-345,538,355,-343,751
"2007.03.19",1443.39,280843,0,-731,-1881,2612,368,1319,913
"2007.03.20",1444.17,364484,3318642,-397,139,258,213,-508,549
"2007.03.21",1442.85,342963,2899517,-148,371,-223,439,-1423,814
"2007.03.22",1448.53,301021,3432033,-1530,677,852,-187,371,1069
"2007.03.23",1447.38,278884,2784764,-801,733,68,196,-1092,926
"2007.03.26",1449.77,312613,3118567,-983,385,598,-64,12,782
"2007.03.27",1453.23,259867,3118253,-874,-379,1253,59,109,1452
"2007.03.28",1439.74,297972,3440886,1669,532,-2201,153,-3189,1208
"2007.03.29",1450.95,283080,3345470,142,-624,482,77,-44,699
"2007.03.30",1452.55,288432,3313319,1078,939,-2017,2,-1354,-185
"2007.04.02",1459.53,303521,3379583,601,-1052,451,-82,-215,1006
"2007.04.03",1463.75,340652,3646437,1110,838,-1948,281,-2705,311
"2007.04.04",1483.41,353988,4489823,-2267,4101,-1835,355,-2102,-31
"2007.04.05",1482.04,328412,3157953,-1050,2402,-1352,427,-1959,270
"2007.04.06",1484.15,313663,3247265,280,1801,-2081,536,-2332,506
"2007.04.09",1501.06,388207,4106347,584,1675,-2259,570,-2060,-223
"2007.04.10",1499.16,359301,3980908,2284,1314,-3599,705,-3630,-819
"2007.04.11",1513.42,386765,5118210,-1609,2043,-435,-340,-955,543
"2007.04.12",1525.61,360181,4476763,-1852,-948,2800,-99,1379,2038
"2007.04.13",1520.78,426238,4426713,-1347,3971,-2624,332,-4311,1131
"2007.04.16",1532.04,462199,4061023,-271,775,-504,693,-1707,751
"2007.04.17",1528.66,422556,4425847,-202,2436,-2234,-463,-1834,398
"2007.04.18",1534.58,352532,4149736,-567,934,-367,101,-410,225
"2007.04.19",1513.66,363738,4361250,2142,719,-2861,620,-3529,321
"2007.04.20",1533.08,397530,4307258,-237,544,-308,81,390,-569
"2007.04.23",1544.35,386979,4723339,-212,3053,-2841,319,-1556,-357
"2007.04.24",1556.71,393475,5329044,1005,1514,-2519,213,-1930,-481
"2007.04.25",1545.55,445538,6390104,2153,-608,-1545,456,-2533,508
"2007.04.26",1553.13,391552,5119886,-869,-745,1614,77,921,279
"2007.04.27",1542.52,356441,4439793,342,1801,-2143,-21,-2809,412
"2007.04.30",1542.24,315970,3202477,93,565,-658,36,-1153,3371
"2007.05.02",1553.3,274336,3649942,235,-193,-43,-274,-110,227
"2007.05.03",1559.86,249677,3508603,1337,-672,-665,214,299,-1200
"2007.05.04",1567.74,254508,3825870,-340,-632,971,279,363,-92
"2007.05.07",1584.46,434480,4882297,269,-1202,933,-270,33,-20
"2007.05.08",1582.65,384029,5024442,300,1479,-1778,-29,-1209,-320
"2007.05.09",1593.42,358531,4191796,1117,-2008,890,331,198,348
"2007.05.10",1599.68,408579,5422525,-546,1124,-578,392,706,-821
"2007.05.11",1603.56,373583,4698977,2124,-20,-2104,85,-2233,347
"2007.05.14",1605.77,477817,4993245,1057,39,-1096,158,-1156,-13
"2007.05.15",1589.37,480250,4564719,-942,210,732,117,779,155
"2007.05.16",1600.6,417084,4337524,633,-753,121,335,384,-163
"2007.05.17",1615.58,450568,4666275,1071,880,-1951,157,-1615,-320
"2007.05.18",1612.25,454777,4341166,229,2,-231,281,-312,-55
"2007.05.21",1628.2,512785,5086556,-1893,-1932,3826,510,2383,811
"2007.05.22",1642.88,529315,6314866,512,4660,-5171,107,-5276,-249
"2007.05.23",1646.59,447334,5040614,-484,833,-348,202,-893,322
"2007.05.25",1644.56,375034,4459189,1270,-1336,66,338,-649,458
"2007.05.28",1657.91,379269,4475738,1227,-68,-1159,216,-1601,389
"2007.05.29",1661.8,495105,5593659,461,1255,-1715,314,-1100,-233
"2007.05.30",1662.72,488636,6431446,2109,320,-2428,57,-576,-1657
"2007.05.31",1700.91,497058,7885148,-2369,-250,2619,470,2261,299
"2007.06.01",1716.24,615433,9167954,-1270,92,1178,263,952,246
"2007.06.04",1737.59,465229,7736631,606,1941,-2546,27,-2730,-80
"2007.06.05",1742.19,488031,6864552,432,-445,13,108,470,313
"2007.06.07",1753.04,496218,7138647,2229,-3709,1480,338,1402,245
"2007.06.08",1727.28,503237,497996,2116,-4386,2269,563,1059,437
"2007.06.11",1716.56,475878,6832390,1697,-970,-727,184,-576,-519
"2007.06.12",1729.88,431747,5773292,-884,-3020,3903,7,2747,738
"2007.06.13",1721.99,715327,7120054,920,-3160,2240,327,1898,90
"2007.06.14",1769.18,580495,8450814,-4644,-4612,9256,11,7464,1829
"2007.06.15",1772.26,539961,7812639,1053,778,-1831,599,-1267,-521
"2007.06.18",1806.88,613244,8336287,1284,-3508,2224,342,1953,571
"2007.06.19",1807.85,650869,8533564,3956,-1859,-2097,-212,-1698,331
"2007.06.20",1783.79,685989,9230150,1012,-3189,2178,-223,1538,3290
"2007.06.21",1794.24,579501,7531604,-791,997,-206,-1040,7715,-3938
"2007.06.22",1770.98,531617,6623932,1421,-1167,-255,-95,-752,604
"2007.06.25",1757.73,394468,5702911,-2155,-2322,4477,46,3127,1544
"2007.06.26",1749.55,401034,5197237,334,-3227,2892,345,2196,654
"2007.06.27",1733.1,306932,5130247,918,-1657,739,265,-142,694
"2007.06.28",1751.75,282804,4567329,69,-855,787,578,-645,571
"2007.06.29",1743.6,281675,5232451,-2118,-1083,3202,664,2647,618
"2007.07.02",1771.35,302331,4499434,-1315,-1015,2331,373,908,604
"2007.07.03",1805.5,401957,6585008,-2253,676,1578,111,-1488,537
"2007.07.04",1838.41,417011,7231893,-293,520,-227,80,-509,-9
"2007.07.05",1847.79,534044,7790114,-2280,1729,550,2,190,193
"2007.07.06",1861.01,414382,7082995,-11,-273,284,-590,327,464
"2007.07.09",1883.59,430588,6996483,246,991,-1237,-37,-1220,12
"2007.07.10",1894.53,406270,6350341,1144,-793,-351,38,140,-139
"2007.07.11",1889.96,473883,6291319,1855,-1935,79,-308,-386,745
"2007.07.12",1909.75,445537,6967145,-41,864,-823,519,5,-1167
"2007.07.13",1962.93,507569,9187404,-4071,-954,5025,729,3487,490
"2007.07.16",1949.51,519502,7797524,1124,-6376,5252,604,2888,2142
"2007.07.18",1930.7,634998,8257255,4396,-5921,1524,-387,25,1972
"2007.07.19",1937.9,586289,6903667,678,-4496,3818,-679,3602,1666
"2007.07.20",1983.54,638754,7995619,-2139,-762,2901,698,749,1338
"2007.07.23",1993.05,538578,7981407,1444,-2743,1299,120,571,260
"2007.07.24",1992.26,589377,8098822,74,-584,510,82,179,198
"2007.07.25",2004.22,588350,8533117,2983,-6656,3673,332,2636,687
"2007.07.26",1963.54,617007,8787297,3989,-5168,1179,211,1082,485
"2007.07.27",1883.22,517224,9154462,7138,-8425,1287,-1033,966,1159
"2007.07.30",1906.71,386209,6605902,719,-5669,4950,889,3839,-291
"2007.07.31",1933.27,373768,6621366,1372,-1332,-40,286,-433,-400
"2007.08.01",1856.45,389622,7798758,5838,-5192,-646,-506,289,-1006
"2007.08.02",1853.07,371814,6789242,1098,-4658,3560,-524,3646,321
"2007.08.03",1876.8,350261,5748381,-90,-2467,2557,532,1699,-31
"2007.08.06",1855.05,325170,4990158,3053,-4951,1898,242,1758,-303
"2007.08.07",1859.82,315654,5017613,1604,-4693,3089,0,2116,966
"2007.08.08",1903.41,381958,6108575,-3422,-4534,7955,618,4938,2303
"2007.08.09",1908.68,413873,6743621,-357,563,-206,2,-1282,883
"2007.08.10",1828.49,388049,7051861,7412,-5257,-2155,-755,-401,-1102
"2007.08.13",1849.26,330052,4930586,-2357,-4658,7015,-201,5657,1635
"2007.08.14",1817.89,405732,5747447,-350,-2260,2610,-281,2904,-139
"2007.08.16",1691.98,508224,8366598,-6988,-10327,17315,-553,13215,4338
"2007.08.17",1638.07,493204,7256024,4460,-8716,4256,43,1115,1886
"2007.08.20",1731.27,366720,6029709,5554,-3801,-1753,294,-2409,-98
"2007.08.21",1736.18,458897,5491644,285,-3053,2768,-438,1932,1225
"2007.08.22",1759.5,402644,5033884,613,-4846,4234,42,2847,1307
"2007.08.23",1799.72,394699,5817421,-3929,-1042,4971,710,4705,-7
"2007.08.24",1791.33,376031,4770682,1514,-2213,698,393,-397,483
"2007.08.27",1803.03,366028,4945253,-114,662,-548,-224,486,-597
"2007.08.28",1829.31,414125,5702518,-1449,-3163,4612,598,2939,1125
"2007.08.29",1826.19,385910,6920722,1028,-6968,5939,695,2508,2109
"2007.08.30",1841.7,423271,5824543,168,-3368,3200,646,1108,1502
"2007.08.31",1873.24,360373,6103796,-4999,-2237,7236,643,3257,3286
"2007.09.03",1881.81,385653,4903540,1173,-577,-596,144,-1493,387
"2007.09.04",1874.74,425710,5463714,-1380,-631,2012,551,1350,516
"2007.09.05",1865.59,382864,5575922,2369,2805,-5174,-64,-4641,-421
"2007.09.06",1888.81,447294,5292121,-1175,-3985,5160,302,4330,841
"2007.09.07",1884.9,392540,5305761,-1108,1258,-150,80,-782,313
"2007.09.10",1835.87,360190,4786146,1854,-1686,-168,-187,-1010,585
"2007.09.11",1847.36,420500,4783954,771,-2471,1700,-259,1613,214
"2007.09.12",1813.52,433936,4968461,1843,21,-1864,-239,-2367,525
"2007.09.13",1848.02,338424,5662458,-542,-3875,4417,-346,309,4091
"2007.09.14",1870.02,373100,5396189,-1647,-2607,4254,682,3431,469
"2007.09.17",1871.68,315811,4307490,1574,-1286,-287,131,-78,90
"2007.09.18",1838.61,403834,4820884,3068,-1346,-1722,-302,-1225,-155
"2007.09.19",1902.65,480112,7178216,-6979,-3479,10458,1012,7821,1982
"2007.09.20",1908.97,441854,6330569,-3425,1807,1619,741,-47,1465
"2007.09.21",1919.26,440059,6064988,1785,-2010,225,1175,-741,395
"2007.09.27",1945.28,394523,7041659,-502,-938,1440,94,82,1140
"2007.09.28",1946.48,541690,6325058,1037,-155,-882,-420,-987,547
"2007.10.01",1962.67,436096,5530080,-1324,-691,2014,44,455,1432
"2007.10.02",2014.09,473922,8013758,-7062,6020,1041,128,-360,1198
"2007.10.04",2003.6,462563,8198533,2509,-3352,843,438,-1241,1428
"2007.10.05",1996.03,380390,6527986,504,1359,-1863,836,-2700,256
"2007.10.08",2012.82,504195,7731773,-554,2457,-1903,317,-2534,425
"2007.10.09",2014.13,471522,7343764,1343,-1842,499,487,-705,1055
"2007.10.10",2041.12,368707,7174024,-2020,207,1814,707,-167,922
"2007.10.11",2058.85,519170,8160256,1410,-3685,2275,1918,-295,536
"2007.10.12",2026.44,456901,9020228,4621,-633,-3987,223,-4052,243
"2007.10.15",2035.39,383873,7267639,845,-2215,1370,220,584,625
"2007.10.16",2005.76,548706,9939260,2962,-4289,1327,555,46,495
"2007.10.17",1983.94,507309,9085404,4553,-4518,-34,163,-1519,1487
"2007.10.18",2005.09,426884,8655384,849,-2507,1658,127,-575,1419
"2007.10.19",1970.1,390278,7281159,3304,-1489,-1815,-128,-2109,169
"2007.10.22",1903.81,354483,6974920,-1091,-1379,2471,241,-174,1599
"2007.10.23",1947.98,371171,7145238,3526,-3299,-227,92,159,-375
"2007.10.24",1933.36,481127,9090918,-2263,2005,258,40,-391,418
"2007.10.25",1976.75,453612,8023668,-1745,-370,2115,-283,1913,1280
"2007.10.26",2028.06,438858,8992959,-3389,-2782,6171,134,5633,-54
"2007.10.29",2062.92,481228,9002875,448,951,-1398,-192,-165,-669
"2007.10.30",2052.37,402154,7691021,735,1020,-1755,623,-1917,-279
"2007.10.31",2064.85,365438,7573675,232,-1988,1756,389,249,1552
"2007.11.01",2063.14,401962,8606600,-78,540,-463,37,1079,-434
"2007.11.02",2019.34,388387,8556927,4178,-2003,-2175,12,-3171,1048
"2007.11.05",2015.76,300209,7090225,2769,-1429,-1340,200,-2485,792
